cimento,fck,fcj,ac,slump,dmax,agua,consumo_cimento,consumo_brita,consumo_areia,ar_incorporado,teor_argamassa
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1091,676.1,2,50
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1085,659.26,2,50
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1143,816.01,2,50
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1134,793.01,2,50
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1127,772.61,2,50
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1119,753.17,2,50
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1111,733.73,2,50
CP II 32,25,31.6,0.45,120,12.5,180,400,1104,708.82,2,50
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1095,690.34,2,50
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1089,668.98,2,50
CP II 32,25,31.6,0.45,70,19,142,315.56,1150,836.41,2,50
CP II 32,25,31.6,0.45,80,19,149,331.11,1142,812.45,2,50
CP II 32,25,31.6,0.45,90,19,156,346.67,1133,789.45,2,50
CP II 32,25,31.6,0.45,100,19,163,362.22,1124.67,765.82,2,50
CP II 32,25,31.6,0.45,110,19,169,375.56,1116.17,746.85,2,50
CP II 32,25,31.6,0.45,120,19,176,391.11,1107.67,723.37,2,50
CP II 32,25,31.6,0.45,130,19,183,406.67,1099.17,699.9,2,50
CP II 32,25,31.6,0.45,140,19,190,422.22,1090.67,676.42,2,50
CP II 32,25,31.6,0.45,70,25,133,295.56,1160,867.48,2,50
CP II 32,25,31.6,0.45,80,25,140,311.11,1152,843.53,2,50
CP II 32,25,31.6,0.45,90,25,148,328.89,1143,816.01,2,50
CP II 32,25,31.6,0.45,100,25,155,344.44,1134.67,792.37,2,50
CP II 32,25,31.6,0.45,110,25,163,362.22,1125,765.5,2,50
CP II 32,25,31.6,0.45,120,25,170,377.78,1115,743.45,2,50
CP II 32,25,31.6,0.45,130,25,178,395.56,1105,716.89,2,50
CP II 32,25,31.6,0.45,140,25,185,411.11,1097,692.94,2,50
CP II 32,25,31.6,0.45,70,9.5,160,355.56,1150,755.13,2,49
CP II 32,25,31.6,0.45,80,9.5,165,366.67,1145,737.34,2,49
CP II 32,25,31.6,0.45,90,9.5,170,377.78,1138,721.46,2,49
CP II 32,25,31.6,0.45,100,9.5,175,388.89,1132.33,704.3,2,49
CP II 32,25,31.6,0.45,110,9.5,180,400,1126.33,687.46,2,49
CP II 32,25,31.6,0.45,120,9.5,185,411.11,1118,672.85,2,49
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1112,656.02,2,49
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1106,639.18,2,49
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1165,794.97,2,49
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1157,771.02,2,49
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1149,751.57,2,49
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1141,732.13,2,49
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1135,710.78,2,49
CP II 32,25,31.6,0.45,120,12.5,180,400,1125,688.74,2,49
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1117,669.3,2,49
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1111,647.94,2,49
CP II 32,25,31.6,0.45,70,19,142,315.56,1172,815.37,2,49
CP II 32,25,31.6,0.45,80,19,149,331.11,1165,790.46,2,49
CP II 32,25,31.6,0.45,90,19,156,346.67,1155,768.41,2,49
CP II 32,25,31.6,0.45,100,19,163,362.22,1147,744.46,2,49
CP II 32,25,31.6,0.45,110,19,169,375.56,1138.5,725.49,2,49
CP II 32,25,31.6,0.45,120,19,176,391.11,1130,702.02,2,49
CP II 32,25,31.6,0.45,130,19,183,406.67,1121.5,678.54,2,49
CP II 32,25,31.6,0.45,140,19,190,422.22,1113,655.06,2,49
CP II 32,25,31.6,0.45,70,25,133,295.56,1184,844.53,2,49
CP II 32,25,31.6,0.45,80,25,140,311.11,1176,820.57,2,49
CP II 32,25,31.6,0.45,90,25,148,328.89,1165,794.97,2,49
CP II 32,25,31.6,0.45,100,25,155,344.44,1156,771.97,2,49
CP II 32,25,31.6,0.45,110,25,163,362.22,1146.5,744.93,2,49
CP II 32,25,31.6,0.45,120,25,170,377.78,1137,722.41,2,49
CP II 32,25,31.6,0.45,130,25,178,395.56,1127.5,695.38,2,49
CP II 32,25,31.6,0.45,140,25,185,411.11,1118,672.85,2,49
CP II 32,25,31.6,0.45,70,9.5,160,355.56,1174,732.18,2,48
CP II 32,25,31.6,0.45,80,9.5,165,366.67,1167,716.3,2,48
CP II 32,25,31.6,0.45,90,9.5,170,377.78,1160,700.42,2,48
CP II 32,25,31.6,0.45,100,9.5,175,388.89,1155,682.62,2,48
CP II 32,25,31.6,0.45,110,9.5,180,400,1148,666.74,2,48
CP II 32,25,31.6,0.45,120,9.5,185,411.11,1141,650.86,2,48
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1134,634.98,2,48
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1129,617.18,2,48
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1189,772.02,2,48
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1181,748.06,2,48
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1171,730.53,2,48
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1164,710.14,2,48
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1156,690.7,2,48
CP II 32,25,31.6,0.45,120,12.5,180,400,1147,667.7,2,48
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1139,648.26,2,48
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1132,627.86,2,48
CP II 32,25,31.6,0.45,70,19,142,315.56,1197,791.46,2,48
CP II 32,25,31.6,0.45,80,19,149,331.11,1187,769.42,2,48
CP II 32,25,31.6,0.45,90,19,156,346.67,1179,745.46,2,48
CP II 32,25,31.6,0.45,100,19,163,362.22,1169.67,722.78,2,48
CP II 32,25,31.6,0.45,110,19,169,375.56,1163,702.06,2,48
CP II 32,25,31.6,0.45,120,19,176,391.11,1154,679.06,2,48
CP II 32,25,31.6,0.45,130,19,183,406.67,1145,656.06,2,48
CP II 32,25,31.6,0.45,140,19,190,422.22,1136,633.06,2,48
CP II 32,25,31.6,0.45,70,25,133,295.56,1207,822.53,2,48
CP II 32,25,31.6,0.45,80,25,140,311.11,1199,798.58,2,48
CP II 32,25,31.6,0.45,90,25,148,328.89,1189,772.02,2,48
CP II 32,25,31.6,0.45,100,25,155,344.44,1180.33,748.7,2,48
CP II 32,25,31.6,0.45,110,25,163,362.22,1169,723.42,2,48
CP II 32,25,31.6,0.45,120,25,170,377.78,1160,700.42,2,48
CP II 32,25,31.6,0.45,130,25,178,395.56,1151,672.9,2,48
CP II 32,25,31.6,0.45,140,25,185,411.11,1142,649.9,2,48
CP II 32,25,31.6,0.45,70,9.5,160,355.56,1196,711.14,2,47
CP II 32,25,31.6,0.45,80,9.5,165,366.67,1190,694.3,2,47
CP II 32,25,31.6,0.45,90,9.5,170,377.78,1184,677.46,2,47
CP II 32,25,31.6,0.45,100,9.5,175,388.89,1176,662.54,2,47
CP II 32,25,31.6,0.45,110,9.5,180,400,1170,645.7,2,47
CP II 32,25,31.6,0.45,120,9.5,185,411.11,1164,628.86,2,47
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1158,612.02,2,47
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1151,596.14,2,47
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1211,750.98,2,47
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1203,727.02,2,47
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1195,707.58,2,47
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1187,688.14,2,47
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1179,668.7,2,47
CP II 32,25,31.6,0.45,120,12.5,180,400,1171,644.74,2,47
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1163,625.3,2,47
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1155,605.86,2,47
CP II 32,25,31.6,0.45,70,19,142,315.56,1219,770.42,2,47
CP II 32,25,31.6,0.45,80,19,149,331.11,1211,746.46,2,47
CP II 32,25,31.6,0.45,90,19,156,346.67,1201,724.42,2,47
CP II 32,25,31.6,0.45,100,19,163,362.22,1192.33,701.1,2,47
CP II 32,25,31.6,0.45,110,19,169,375.56,1185,681.02,2,47
CP II 32,25,31.6,0.45,120,19,176,391.11,1176,658.02,2,47
CP II 32,25,31.6,0.45,130,19,183,406.67,1165.33,636.62,2,47
CP II 32,25,31.6,0.45,140,19,190,422.22,1156.33,613.62,2,47
CP II 32,25,31.6,0.45,70,25,133,295.56,1231,799.58,2,47
CP II 32,25,31.6,0.45,80,25,140,311.11,1223,775.62,2,47
CP II 32,25,31.6,0.45,90,25,148,328.89,1213,749.07,2,47
CP II 32,25,31.6,0.45,100,25,155,344.44,1202,727.98,2,47
CP II 32,25,31.6,0.45,110,25,163,362.22,1193,700.46,2,47
CP II 32,25,31.6,0.45,120,25,170,377.78,1184,677.46,2,47
CP II 32,25,31.6,0.45,130,25,178,395.56,1172,652.82,2,47
CP II 32,25,31.6,0.45,140,25,185,411.11,1164,628.86,2,47
CP II 32,25,31.6,0.45,70,9.5,160,355.56,1219,689.14,2,46
CP II 32,25,31.6,0.45,80,9.5,165,366.67,1213,672.31,2,46
CP II 32,25,31.6,0.45,90,9.5,170,377.78,1207,655.47,2,46
CP II 32,25,31.6,0.45,100,9.5,175,388.89,1199,640.54,2,46
CP II 32,25,31.6,0.45,110,9.5,180,400,1193,623.7,2,46
CP II 32,25,31.6,0.45,120,9.5,185,411.11,1187,606.87,2,46
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1179,591.94,2,46
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1173,575.1,2,46
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1235,728.03,2,46
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1227,704.07,2,46
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1219,684.63,2,46
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1211,665.19,2,46
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1203,645.75,2,46
CP II 32,25,31.6,0.45,120,12.5,180,400,1193,623.7,2,46
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1185,604.26,2,46
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1177,584.82,2,46
CP II 32,25,31.6,0.45,70,19,142,315.56,1243,747.47,2,46
CP II 32,25,31.6,0.45,80,19,149,331.11,1235,723.51,2,46
CP II 32,25,31.6,0.45,90,19,156,346.67,1225,701.47,2,46
CP II 32,25,31.6,0.45,100,19,163,362.22,1216.33,678.15,2,46
CP II 32,25,31.6,0.45,110,19,169,375.56,1207.33,659.66,2,46
CP II 32,25,31.6,0.45,120,19,176,391.11,1198.33,636.66,2,46
CP II 32,25,31.6,0.45,130,19,183,406.67,1189.33,613.66,2,46
CP II 32,25,31.6,0.45,140,19,190,422.22,1180.33,590.66,2,46
CP II 32,25,31.6,0.45,70,25,133,295.56,1255,776.63,2,46
CP II 32,25,31.6,0.45,80,25,140,311.11,1247,752.67,2,46
CP II 32,25,31.6,0.45,90,25,148,328.89,1235,728.03,2,46
CP II 32,25,31.6,0.45,100,25,155,344.44,1225.67,705.34,2,46
CP II 32,25,31.6,0.45,110,25,163,362.22,1215.67,678.79,2,46
CP II 32,25,31.6,0.45,120,25,170,377.78,1205.67,656.74,2,46
CP II 32,25,31.6,0.45,130,25,178,395.56,1195.67,630.18,2,46
CP II 32,25,31.6,0.45,140,25,185,411.11,1185.67,608.14,2,46
CP II 32,25,31.6,0.45,70,9.5,160,355.56,1243,666.19,2,45
CP II 32,25,31.6,0.45,80,9.5,165,366.67,1235,651.27,2,45
CP II 32,25,31.6,0.45,90,9.5,170,377.78,1229,634.43,2,45
CP II 32,25,31.6,0.45,100,9.5,175,388.89,1221.67,618.86,2,45
CP II 32,25,31.6,0.45,110,9.5,180,400,1214.67,602.98,2,45
CP II 32,25,31.6,0.45,120,9.5,185,411.11,1207.67,587.1,2,45
CP II 32,25,31.6,0.45,130,9.5,190,422.22,1200.67,571.22,2,45
CP II 32,25,31.6,0.45,140,9.5,195,433.33,1195,554.06,2,45
CP II 32,25,31.6,0.45,70,12.5,148,328.89,1259,705.07,2,45
CP II 32,25,31.6,0.45,80,12.5,155,344.44,1249,683.03,2,45
CP II 32,25,31.6,0.45,90,12.5,161,357.78,1241,663.59,2,45
CP II 32,25,31.6,0.45,100,12.5,167,371.11,1233,644.15,2,45
CP II 32,25,31.6,0.45,110,12.5,173,384.44,1225,624.71,2,45
CP II 32,25,31.6,0.45,120,12.5,180,400,1216,601.71,2,45
CP II 32,25,31.6,0.45,130,12.5,186,413.33,1207,583.22,2,45
CP II 32,25,31.6,0.45,140,12.5,192,426.67,1198,564.74,2,45
CP II 32,25,31.6,0.45,70,19,142,315.56,1266,725.47,2,45
CP II 32,25,31.6,0.45,80,19,149,331.11,1257,702.47,2,45
CP II 32,25,31.6,0.45,90,19,156,346.67,1248,679.47,2,45
CP II 32,25,31.6,0.45,100,19,163,362.22,1239,656.47,2,45
CP II 32,25,31.6,0.45,110,19,169,375.56,1230,637.99,2,45
CP II 32,25,31.6,0.45,120,19,176,391.11,1221,614.99,2,45
CP II 32,25,31.6,0.45,130,19,183,406.67,1212,591.99,2,45
CP II 32,25,31.6,0.45,140,19,190,422.22,1201,570.9,2,45
CP II 32,25,31.6,0.45,70,25,133,295.56,1279,753.68,2,45
CP II 32,25,31.6,0.45,80,25,140,311.11,1269,731.63,2,45
CP II 32,25,31.6,0.45,90,25,148,328.89,1259,705.07,2,45
CP II 32,25,31.6,0.45,100,25,155,344.44,1249,683.03,2,45
CP II 32,25,31.6,0.45,110,25,163,362.22,1239,656.47,2,45
CP II 32,25,31.6,0.45,120,25,170,377.78,1229,634.43,2,45
CP II 32,25,31.6,0.45,130,25,178,395.56,1219,607.87,2,45
CP II 32,25,31.6,0.45,140,25,185,411.11,1209,585.83,2,45
CP II 32,30,36.6,0.39,70,9.5,160,410.26,904,943.99,2,60
CP II 32,30,36.6,0.39,80,9.5,165,423.08,898,925.7,2,60
CP II 32,30,36.6,0.39,90,9.5,170,435.9,894,905.5,2,60
CP II 32,30,36.6,0.39,100,9.5,175,448.72,888.67,886.57,2,60
CP II 32,30,36.6,0.39,110,9.5,180,461.54,883.67,867.33,2,60
CP II 32,30,36.6,0.39,120,9.5,185,474.36,878.67,848.09,2,60
CP II 32,30,36.6,0.39,130,9.5,190,487.18,873.67,828.84,2,60
CP II 32,30,36.6,0.39,140,9.5,195,500,868.67,809.6,2,60
CP II 32,30,36.6,0.39,70,12.5,148,379.49,914,992.09,2,60
CP II 32,30,36.6,0.39,80,12.5,155,397.44,909,963.24,2,60
CP II 32,30,36.6,0.39,90,12.5,161,412.82,902,941.1,2,60
CP II 32,30,36.6,0.39,100,12.5,167,428.21,897,917.05,2,60
CP II 32,30,36.6,0.39,110,12.5,173,443.59,890,894.91,2,60
CP II 32,30,36.6,0.39,120,12.5,180,461.54,883,867.97,2,60
CP II 32,30,36.6,0.39,130,12.5,186,476.92,877,844.87,2,60
CP II 32,30,36.6,0.39,140,12.5,192,492.31,873,819.87,2,60
CP II 32,30,36.6,0.39,70,19,142,364.1,919,1016.14,2,60
CP II 32,30,36.6,0.39,80,19,149,382.05,913,988.24,2,60
CP II 32,30,36.6,0.39,90,19,156,400,907,960.34,2,60
CP II 32,30,36.6,0.39,100,19,163,417.95,900.33,933.08,2,60
CP II 32,30,36.6,0.39,110,19,169,433.33,895,909.35,2,60
CP II 32,30,36.6,0.39,120,19,176,451.28,888,882.41,2,60
CP II 32,30,36.6,0.39,130,19,183,469.23,881,855.46,2,60
CP II 32,30,36.6,0.39,140,19,190,487.18,874,828.52,2,60
CP II 32,30,36.6,0.39,70,25,133,341.03,929,1049.83,2,60
CP II 32,30,36.6,0.39,80,25,140,358.97,921,1023.84,2,60
CP II 32,30,36.6,0.39,90,25,148,379.49,915,991.14,2,60
CP II 32,30,36.6,0.39,100,25,155,397.44,909,963.24,2,60
CP II 32,30,36.6,0.39,110,25,163,417.95,901,932.44,2,60
CP II 32,30,36.6,0.39,120,25,170,435.9,893,906.46,2,60
CP II 32,30,36.6,0.39,130,25,178,456.41,885,875.67,2,60
CP II 32,30,36.6,0.39,140,25,185,474.36,879,847.77,2,60
CP II 32,30,36.6,0.39,70,9.5,160,410.26,926,922.95,2,59
CP II 32,30,36.6,0.39,80,9.5,165,423.08,921,903.71,2,59
CP II 32,30,36.6,0.39,90,9.5,170,435.9,916,884.46,2,59
CP II 32,30,36.6,0.39,100,9.5,175,448.72,911,865.22,2,59
CP II 32,30,36.6,0.39,110,9.5,180,461.54,906,845.97,2,59
CP II 32,30,36.6,0.39,120,9.5,185,474.36,901,826.73,2,59
CP II 32,30,36.6,0.39,130,9.5,190,487.18,896,807.48,2,59
CP II 32,30,36.6,0.39,140,9.5,195,500,891,788.24,2,59
CP II 32,30,36.6,0.39,70,12.5,148,379.49,937,970.1,2,59
CP II 32,30,36.6,0.39,80,12.5,155,397.44,931,942.2,2,59
CP II 32,30,36.6,0.39,90,12.5,161,412.82,925,919.1,2,59
CP II 32,30,36.6,0.39,100,12.5,167,428.21,920,895.05,2,59
CP II 32,30,36.6,0.39,110,12.5,173,443.59,913,872.91,2,59
CP II 32,30,36.6,0.39,120,12.5,180,461.54,907,845.01,2,59
CP II 32,30,36.6,0.39,130,12.5,186,476.92,899,823.83,2,59
CP II 32,30,36.6,0.39,140,12.5,192,492.31,893,800.74,2,59
CP II 32,30,36.6,0.39,70,19,142,364.1,945,991.28,2,59
CP II 32,30,36.6,0.39,80,19,149,382.05,937,965.29,2,59
CP II 32,30,36.6,0.39,90,19,156,400,931,937.39,2,59
CP II 32,30,36.6,0.39,100,19,163,417.95,923.67,910.77,2,59
CP II 32,30,36.6,0.39,110,19,169,433.33,916.67,888.63,2,59
CP II 32,30,36.6,0.39,120,19,176,451.28,909.67,861.69,2,59
CP II 32,30,36.6,0.39,130,19,183,469.23,902.67,834.74,2,59
CP II 32,30,36.6,0.39,140,19,190,487.18,895.67,807.8,2,59
CP II 32,30,36.6,0.39,70,25,133,341.03,951,1028.79,2,59
CP II 32,30,36.6,0.39,80,25,140,358.97,945,1000.89,2,59
CP II 32,30,36.6,0.39,90,25,148,379.49,937,970.1,2,59
CP II 32,30,36.6,0.39,100,25,155,397.44,929,944.11,2,59
CP II 32,30,36.6,0.39,110,25,163,417.95,924,910.45,2,59
CP II 32,30,36.6,0.39,120,25,170,435.9,916,884.46,2,59
CP II 32,30,36.6,0.39,130,25,178,456.41,909,852.71,2,59
CP II 32,30,36.6,0.39,140,25,185,474.36,901,826.73,2,59
CP II 32,30,36.6,0.39,70,9.5,160,410.26,949,900.95,2,58
CP II 32,30,36.6,0.39,80,9.5,165,423.08,943,882.67,2,58
CP II 32,30,36.6,0.39,90,9.5,170,435.9,939,862.46,2,58
CP II 32,30,36.6,0.39,100,9.5,175,448.72,933.67,843.54,2,58
CP II 32,30,36.6,0.39,110,9.5,180,461.54,928.67,824.29,2,58
CP II 32,30,36.6,0.39,120,9.5,185,474.36,923.67,805.05,2,58
CP II 32,30,36.6,0.39,130,9.5,190,487.18,918.67,785.8,2,58
CP II 32,30,36.6,0.39,140,9.5,195,500,913.67,766.56,2,58
CP II 32,30,36.6,0.39,70,12.5,148,379.49,961,947.14,2,58
CP II 32,30,36.6,0.39,80,12.5,155,397.44,953,921.16,2,58
CP II 32,30,36.6,0.39,90,12.5,161,412.82,947,898.06,2,58
CP II 32,30,36.6,0.39,100,12.5,167,428.21,941,874.97,2,58
CP II 32,30,36.6,0.39,110,12.5,173,443.59,935,851.87,2,58
CP II 32,30,36.6,0.39,120,12.5,180,461.54,928,824.93,2,58
CP II 32,30,36.6,0.39,130,12.5,186,476.92,923,800.88,2,58
CP II 32,30,36.6,0.39,140,12.5,192,492.31,916,778.74,2,58
CP II 32,30,36.6,0.39,70,19,142,364.1,968,969.28,2,58
CP II 32,30,36.6,0.39,80,19,149,382.05,961,942.34,2,58
CP II 32,30,36.6,0.39,90,19,156,400,953,916.35,2,58
CP II 32,30,36.6,0.39,100,19,163,417.95,945.67,889.73,2,58
CP II 32,30,36.6,0.39,110,19,169,433.33,940,866.31,2,58
